MODULE	L1	L1_pv	L1/L2	L1/L2_pv	NUMBER_OF_GENES
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	0.3297517558554486	0.976	1.2018619566866418	0.972	9
E2F6	0.3280833772554287	0.976	1.162051149523033	0.98	12
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.3277152515024392	0.976	1.5018743351194492	0.881	9
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.32705869689398726	0.976	1.7770489531580729	0.847	246
BIOCARTA_STRESS_PATHWAY	0.2989328349532104	0.976	1.5580166870710082	0.817	23
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	0.29892953171680803	0.976	1.469156307431573	0.854	20
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.29887468534172956	0.976	1.4808084881335037	0.85	28
BIOCARTA_TID_PATHWAY	0.29815640660537984	0.976	1.6270056930061618	0.79	18
REACTOME_CA_DEPENDENT_EVENTS	0.29708244013823315	0.977	1.2895312107121433	0.937	29
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.296483572574735	0.977	1.250795568791664	0.957	70
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	0.2973114403695804	0.978	1.7068269601201127	0.786	136
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.2959507776433734	0.979	1.4089192237191939	0.909	94
BIOCARTA_RAS_PATHWAY	0.2956207802547678	0.979	1.463583380750734	0.855	22
REACTOME_RAF_MAP_KINASE_CASCADE	0.32459441970311315	0.98	1.5073361108023853	0.876	9
REACTOME_GPCR_LIGAND_BINDING	0.32428199601400287	0.98	1.1219423090168394	1.0	393
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	0.29534552982347156	0.98	1.329414840696297	0.924	17
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	0.32131210265402377	0.981	1.2816048572849768	0.958	10
BIOCARTA_RAB_PATHWAY	0.32081058079244157	0.981	1.1111822863867042	0.992	11
BIOCARTA_DNAFRAGMENT_PATHWAY	0.32049040405473855	0.981	1.3963165444459285	0.928	9
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	0.319866132228333	0.981	1.428038782034507	0.913	12
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	0.29499469869706485	0.981	1.1428016789688185	0.985	29
REACTOME_SIGNALING_BY_BMP	0.29380858561028905	0.981	1.3852803965251648	0.893	22
BIOCARTA_FAS_PATHWAY	0.2937714112529084	0.981	1.3228493166127961	0.926	29
BIOCARTA_CHREBP2_PATHWAY	0.29369448706664997	0.981	1.5126965850987413	0.861	40
REACTOME_SIGNALING_BY_NOTCH1	0.2936651376789458	0.981	1.2591619592847865	0.953	68
BIOCARTA_GSK3_PATHWAY	0.29353702789857944	0.981	1.162156293536565	0.979	26
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	0.29347635687032253	0.981	1.3694729699285741	0.898	16
KEGG_ENDOMETRIAL_CANCER	0.2932504333667171	0.981	1.9591504604932608	0.65	49
BIOCARTA_PTDINS_PATHWAY	0.29309541563355507	0.981	1.5358175785909827	0.826	22
AKT_MTOR	0.29279452819891183	0.981	1.421658404031097	0.894	76
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.2927896434152982	0.981	1.2277885268638646	0.964	45
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.32332664201118444	0.982	1.3178883943390065	0.994	259
BIOCARTA_MAL_PATHWAY	0.2916318801137188	0.982	1.6029566359697953	0.801	18
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	0.2903539938525301	0.982	1.2301395855727555	0.964	35
REACTOME_IL_2_SIGNALING	0.2920230046322655	0.983	1.3349925437335222	0.925	38
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	0.29128194531063095	0.983	1.1889552364541223	0.977	85
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.2903593435604746	0.983	1.4522060197211097	0.884	78
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.28966734909217223	0.983	1.2279124534399621	0.965	31
BIOCARTA_CREB_PATHWAY	0.2892157253163332	0.983	1.234727565030398	0.961	26
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	0.28849388332754883	0.983	1.1481927428947014	0.983	32
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.3210847260474368	0.984	1.0966380801364821	1.0	259
REACTOME_SIGNALING_BY_NOTCH	0.29292968251485646	0.984	1.4115671147689028	0.908	99
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	0.28694702371468783	0.984	1.517249625978149	0.833	26
REACTOME_KINESINS	0.2868285501826319	0.984	1.2430253006705863	0.958	22
REACTOME_SIGNALING_BY_RHO_GTPASES	0.2915422646147264	0.985	1.3802727173409437	0.918	109
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.2912236573471651	0.985	1.5212060958852005	0.866	176
REACTOME_APOPTOSIS	0.2898015611260426	0.985	1.1772909079439053	0.982	143
REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	0.2893480149219529	0.985	1.1496575492319705	0.987	119
REACTOME_SIGNALING_BY_ERBB2	0.28900477964015336	0.985	1.4345129374137695	0.901	95
BIOCARTA_MITOCHONDRIA_PATHWAY	0.28651565619132646	0.985	1.3506557189006292	0.906	20
REACTOME_PROTEIN_FOLDING	0.28655130156760106	0.986	1.0157249508899056	1.0	51
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.286343975053957	0.986	1.3625247831435923	0.911	59
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	0.2861842761893926	0.986	1.1792173013421003	0.978	22
KEGG_MELANOMA	0.284716486125994	0.987	1.1583453399367611	0.986	65
BIOCARTA_D4GDI_PATHWAY	0.31369694461935704	0.988	1.396401229238248	0.928	13
REACTOME_SIGNAL_ATTENUATION	0.31312418436790684	0.988	1.3011268356135195	0.95	13
BIOCARTA_PS1_PATHWAY	0.3131017717311043	0.988	1.3361235482497136	0.944	12
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	0.3127941066538423	0.988	1.3623566985526196	0.937	13
KEGG_PPAR_SIGNALING_PATHWAY	0.28401533481643254	0.988	1.367992861985982	0.911	67
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.3117332604700086	0.989	1.7203001638789785	0.794	13
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.28123071119569504	0.989	1.391560523794935	0.9	76
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.27922318330513496	0.989	1.3235886261163916	0.927	52
BIOCARTA_SODD_PATHWAY	0.30945541476054256	0.99	1.1287949344200037	0.988	9
REACTOME_CELL_CELL_COMMUNICATION	0.28436594363712137	0.99	1.1704947785922628	0.982	116
KEGG_APOPTOSIS	0.2763329154061476	0.99	1.1454396939455762	0.989	83
BIOCARTA_PITX2_PATHWAY	0.3044677298835297	0.991	1.452167534756246	0.905	14
REACTOME_TRANSCRIPTION	0.28325478524147246	0.991	1.3306407040673331	0.932	206
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	0.28108177025958514	0.991	1.1454667153523026	0.984	23
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.280722607966814	0.991	1.596102655422388	0.838	184
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	0.27993770126360684	0.991	1.242857346418668	0.958	19
BIOCARTA_NFKB_PATHWAY	0.27992577028701543	0.991	1.2960875350517922	0.936	21
BIOCARTA_VEGF_PATHWAY	0.27983179356826143	0.991	1.2409045472936042	0.958	28
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	0.275895163005433	0.991	1.0738076148116917	0.999	18
KEGG_ENDOCYTOSIS	0.27921405324275944	0.992	1.0676698105681053	0.999	179
REACTOME_SIGNALLING_TO_RAS	0.27514283840184894	0.992	1.3954957363853258	0.888	26
BIOCARTA_AGPCR_PATHWAY	0.3033460967599588	0.993	1.1580405231146895	0.981	12
BIOCARTA_TALL1_PATHWAY	0.3022122424878508	0.993	1.2811619925915536	0.959	13
REACTOME_SOS_MEDIATED_SIGNALLING	0.3021424847649954	0.993	1.1154018034535664	0.992	13
BIOCARTA_HSP27_PATHWAY	0.30013802278105506	0.993	1.2781480887699699	0.959	14
BIOCARTA_TFF_PATHWAY	0.2741273234323637	0.993	1.3603014603921808	0.904	20
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.272658080098076	0.993	1.2976428051596287	0.939	79
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.2715172474440173	0.993	1.2206256423713389	0.969	52
REACTOME_MITOTIC_G2_G2_M_PHASES	0.27064251003656226	0.993	1.2052602521526532	0.973	77
REACTOME_PI_METABOLISM	0.2702195839673037	0.993	1.195275577126854	0.976	46
KEGG_ACUTE_MYELOID_LEUKEMIA	0.2699236258134504	0.993	1.339206563267852	0.923	58
BIOCARTA_MAPK_PATHWAY	0.26600189518399786	0.993	1.206864838215912	0.973	85
KEGG_PEROXISOME	0.26437979038445847	0.993	1.540181148202269	0.845	73
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	0.26148282073875484	0.994	1.363738848426755	0.911	37
BIOCARTA_AKAP95_PATHWAY	0.2970489955584563	0.995	1.365512331737203	0.935	11
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.2964734515279756	0.995	1.3607138043010971	0.937	14
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	0.29346574771658057	0.995	1.1738019647986917	0.978	11
REACTOME_SHC_MEDIATED_SIGNALLING	0.29257044436962987	0.995	1.2645016918010834	0.962	14
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.2741774016037087	0.995	1.6850857331490066	0.793	122
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	0.27343301815178844	0.995	1.1735871988682667	0.982	163
KEGG_ETHER_LIPID_METABOLISM	0.2732471963332917	0.995	1.1486467977798143	0.983	32
BIOCARTA_CERAMIDE_PATHWAY	0.27128186602313814	0.995	1.4001673132527492	0.888	20
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.2591903293656	0.995	1.1543650798595908	0.986	75
MOMP_REGULATION	0.2710579860016108	0.996	1.381593907942473	0.918	98
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.27084236810738294	0.996	1.3800159741596325	0.918	105
REACTOME_MEMBRANE_TRAFFICKING	0.27044131614811245	0.996	1.2824419437964603	0.954	126
REACTOME_SIGNALLING_BY_NGF	0.2694574483089161	0.996	1.2855105767419432	0.953	209
KEGG_FATTY_ACID_METABOLISM	0.25454538495988294	0.996	1.1764759495162824	0.983	38
REACTOME_METABOLISM_OF_RNA	0.3064801575702432	0.997	1.4033014271410704	0.98	323
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.2910470598117031	0.997	1.5161507585076988	0.873	14
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	0.28569266611162697	0.997	1.3124371096491407	0.947	9
REACTOME_DSCAM_INTERACTIONS	0.284572142325487	0.997	1.3823785317898787	0.93	10
KEGG_GALACTOSE_METABOLISM	0.27000758838449496	0.997	1.0599038861964292	0.999	24
BIOCARTA_DEATH_PATHWAY	0.26845843765943717	0.997	1.1006353568701561	0.997	32
BIOCARTA_TEL_PATHWAY	0.26670713928422257	0.997	1.091613102830796	0.998	17
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.2650970894596633	0.997	1.3865946613586706	0.893	24
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	0.26357984382106786	0.997	1.083924299707057	0.998	22
REACTOME_SYNTHESIS_OF_PA	0.26355367172559335	0.997	1.0792368106590562	0.998	24
BIOCARTA_EPO_PATHWAY	0.2623631385576997	0.997	1.0734029409075174	0.999	18
BIOCARTA_TNFR1_PATHWAY	0.2622496786052972	0.997	1.1113735672471592	0.995	28
REACTOME_PI_3K_CASCADE	0.25165209360124124	0.997	1.193863830965944	0.976	54
BIOCARTA_RARRXR_PATHWAY	0.28263389049372145	0.998	1.1918204325680488	0.973	14
REACTOME_P38MAPK_EVENTS	0.28186046537074694	0.998	1.1934869532529186	0.973	12
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.2655947709181598	0.998	1.3184982991695169	0.94	90
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	0.2653658604013672	0.998	1.1462524681378057	0.987	172
REACTOME_SIGNALING_BY_FGFR	0.2651705328756684	0.998	1.4010078280917968	0.911	108
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	0.25948311308124705	0.998	1.1691712798242042	0.982	130
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.2578365955111411	0.998	1.191093685083896	0.976	23
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.25765031577855513	0.998	1.2114150460773887	0.971	23
KEGG_INSULIN_SIGNALING_PATHWAY	0.2560094808646174	0.998	1.4132029852573857	0.907	132
BIOCARTA_CARM_ER_PATHWAY	0.25352287443771215	0.998	1.1836606634993434	0.977	34
REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS	0.25297685890172467	0.998	1.2906844518736702	0.936	16
KEGG_N_GLYCAN_BIOSYNTHESIS	0.24998118782737144	0.998	1.1154794785925746	0.991	44
BIOCARTA_HIVNEF_PATHWAY	0.24996772756878022	0.998	1.2014045533292512	0.975	56
REACTOME_TRANSLATION	0.2473605821594222	0.998	1.2346374944942167	0.968	218
REACTOME_CD28_CO_STIMULATION	0.2436040556510681	0.998	1.1049388646294158	0.997	29
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.23974509413098705	0.998	1.1141196007127832	0.993	129
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.33275035231294825	0.999	1.308947394037857	1.0	786
REACTOME_SIGNALING_BY_GPCR	0.33071746109565886	0.999	1.3205881260905046	1.0	900
WNT_NON_CANONICAL	0.3023446094512617	0.999	1.5383640650586	0.957	407
REACTOME_INNATE_IMMUNE_SYSTEM	0.3014854395535207	0.999	1.5896846333767587	0.938	267
MITOCH_METABOLISM	0.3006603057160651	0.999	1.7226653482892802	0.882	367
KEGG_MAPK_SIGNALING_PATHWAY	0.2989827980272367	0.999	1.2619787631166357	0.994	259
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	0.27676644183177357	0.999	1.1623705167865395	0.98	10
REACTOME_P75NTR_SIGNALS_VIA_NFKB	0.26677728192267586	0.999	1.0769815860501641	0.995	13
KEGG_SPHINGOLIPID_METABOLISM	0.2456442757582485	0.999	1.347788775882267	0.922	38
KEGG_GLYCEROLIPID_METABOLISM	0.24444830934519435	0.999	1.2373519066125156	0.963	48
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.24322870851708142	0.999	1.0788206096080901	0.995	37
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.2392701973646622	0.999	1.1170162529224936	0.993	121
REACTOME_SIGNALLING_TO_ERKS	0.2376813128342408	0.999	1.1246212380892169	0.991	35
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.23504907878286158	0.999	1.1482121900762248	0.987	104
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.23255058233056075	0.999	1.3490039852881146	0.927	95
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.2971703411807578	1.0	1.341583669521891	0.992	528
REACTOME_METABOLISM_OF_PROTEINS	0.2959032994747489	1.0	1.6363198325255515	0.917	509
REACTOME_IMMUNE_SYSTEM	0.28781177838426764	1.0	1.1515832644384734	1.0	908
REACTOME_METABOLISM_OF_MRNA	0.2831220087327088	1.0	1.2083400861852047	0.998	278
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.2799249042309375	1.0	1.2171847249330918	0.996	468
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.27513803385353164	1.0	1.1035207549744097	1.0	239
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.2745120396573217	1.0	1.2350955142321003	0.996	346
CASPASES	0.239584063389706	1.0	1.2105689880073978	0.971	76
REACTOME_PI3K_CASCADE	0.23838494410751013	1.0	1.1001394576558168	0.993	69
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.23118652209372062	1.0	1.1201949755361607	0.991	84
KEGG_BASAL_CELL_CARCINOMA	0.2212595099572048	1.0	1.0407658107113982	1.0	53
MODULE	L1	L1_pv	L1/L2	L1/L2_pv	NUMBER_OF_GENES
